Διελαύνων Πλανήτης ,Γενέθλιος Πλανήτης,Όψη,Τίτλος,Κειμενο
moon,moon,180,Διελαύνουσα Σελήνη σε αντίθεση με την γενέθλια Σελήνη,"Οι συναισθηματικές σου ανασφάλειες βγαίνουν στην επιφάνεια και ενώ θα ήθελες να τις αποκρύψεις, αναγκαστικά τις βγάζεις προς τα έξω και δεν καταφερνεις να ελαττώσεις αυτήν την δραστηριότητα. Αισθάνεσαι ότι κρατήθηκες αρκετό χρονικό διάστημα για να πεις ότι θα το κάνεις τώρα. Αυτό που πρέπει να καταλάβεις είναι ότι απλά καταπιέζεις τον εαυτό σου να προσφέρεις περισσότερο απ' ότι είσαι σε θέση να δώσεις. Σε προσωπικό και επαγγελματικό επίπεδο καλό θα είναι σήμερα να αποφύγεις να κάνεις ακραίες κινήσεις και παρατήρησε τον εαυτό σου πότε οδεύει στην δημιουργία εντάσεων. Επίσης, δεν είναι μία θετική μέρα για την αγορά αντικειμένων καθώς είναι μεγάλη η πρόκληση να υπερβείς σε υπερβολικές αποφάσεις. "
moon,moon,120,Διελαύνουσα Σελήνη σε τρίγωνο με την γενέθλια Σελήνη,"Αισθάνεσαι μία αρμονία σήμερα σε συναισθηματικό επίπεδο και αυτό συμβάλει στην θετική σου διάθεση. Εκπέμπεις αυτή την ενέργεια και στον περίγυρο σου και χαίρονται οι άνθρωποι να βρίσκονται στην παρέα σου. Να έχεις υπόψιν σου ότι αυτό θα σου φέρει θετικές εξελίξεις σε προσωπικό και επαγγελματικό επίπεδο. Μπορεί να σε φέρει πιο κοντά με τους ανθρώπους που αγαπάς και σαν επακόλουθο, θα σου δώσουν όλη την περιποίηση και την αγάπη που χρειάζεσαι. Επίσης, η δημοφιλία σου σήμερα ανεβαίνει. "
moon,moon,60,Διελαύνουσα Σελήνη σε εξάγωνο με την γενέθλια Σελήνη,"Το περιβάλλον σου χαρακτηρίζεται από αρμονία, ομορφιά και καιλαισθησία. Η θετική ενέργεια σου εκπέμπεται σε όποιον χώρο και αν βρίσκεσαι και αυτό το αναγνωρίζουν και οι άνθρωποι που βρίσκονται μαζί σου. Αισθάνεσαι άνετα με τον εαυτό σου και τον συναισθηματικό σου κόσμο, επομένως, η έκφραση σου είναι φυσική και αβίαστη - δεν θα προσποιείσαι κάτι που δεν είσαι. Αυτό θα σου προσφέρει πολλά πλεονεκτήματα σε προσωπικό αλλά και επαγγελματικό επίπεδο. Αδράζεις κάθε ευκαιρία που σου παρουσιάζεται και δεν αφήνεις γενικά τίποτα ανεκμετάλλευτο. "
moon,moon,90,Διελαύνουσα Σελήνη σε τετράγωνο με την γενέθλια Σελήνη,"Σήμερα θα είναι μία περίεργη μέρα για σένα καθώς δεν θα μπορείς να διαχειριστείς τα συναισθήματα που θα σου δημιουργούνται. Θα υπάρξουν μερικές εντάσεις σε προσωπικό και επαγγελματικό επίπεδο οπότε προσπάθησε να μην δώσεις ""τροφή"" και συνέχεια. Το γεγονός ότι θα σου έρθουν όλα μαζί μαζεμένα θα σε εκλωβίσουν στον δικό σου τον κόσμο και δεν θα μπορείς να συντονιστείς εύκολα με το εκάστοτε περιβάλλον στο οποίο θα βρίσκεσαι. Όσο μπορείς απέφυγε να φορτώσεις το πρόγραμμα σου για σήμερα γιατί θα οδηγήθείς πολύγρήγορα στην υπερκόπωση. "
moon,moon,150,Διελαύνουσα Σελήνη σε χιαστί με την γενέθλια Σελήνη ,"Υπάρχει μία τάση να αμφιβάλλεις για τα πάντα σήμερα, ακόμη και για αυτά που αισθάνεσαι βαθιά μέσα σου. Θα παρατηρήσεις ότι πολλά από τα πράγματα που πραγματοποιούνται στην ζωή σου χρειάζονται μία αναθεώρηση ή μία αναπροσαρμογή. Από τις διαπροσωπικές σου σχέσεις μέχρι και τις επαγγελματικές, θα προσπαθήσεις να περάσεις από τεστ κάθε έναν άνθρωπο που βρίσκεται δίπλα σου, ιδιαίτερα τους πιο άμεσους. Θα χρειαστεί να αποχωριστείς κάτι που είναι ιδιαίτερα σημαντικό στην ζωή σου και διατηρεί την αίσθηση της ασφάλειας σου, αλλά θα είναι η μόνη διέξοδος για να προσωρήσεις μπροστά. Εμπιστεύσου την διαίσθηση σου. "
moon,moon,30,Διελαύνουσα Σελήνη σε ημιεξάγωνο με την γενέθλια Σελήνη,"Οι ρυθμοί της της καθημερινότητας σου θα είναι ιδιαίτερα ευχάριστοι σήμερα, εσύ όμως δεν θα καλύπτεσαι πλήρως από αυτό. Ο συναισθηματικός σου κόσμος θα είναι αρκετά ευαισθητοποιημένος οπότε πρόσεξε να μην δημιουργήσεις εντάσεις χωρίς λόγο και εκεί που δεν χρειάζεται. Μπορείς να διατηρήσεις μία ισορροπία σε αυτά που κάνεις με αυτά που αισθάνεσαι εάν ακολουθείς ένα προγραμμα με αφοσίωση και συνέχεια. Μην κάνεις τα πράγματα πιο δύσκολα από ότι νομίζεις ότι είναι, απλά λειτούργησε με μεθοδικότητα και θα δεις τους στόχους σου να είναι πιο κοντά από ότι νομίζεις. "
moon,moon,72,Διελαύνουσα Σελήνη σε πεντάγωνο με την γενέθλια Σελήνη ,"Υπάρχει μία ιδανική ισορροπία σήμερα στην καθημερινότητα σου και αισθάνεσαι ότι μπορείς να κάνεις πιθανό το ακατόρθωτο. Ο συναισθηματικός σου κόσμος βρίσκεται σε έναν παραλληλισμό με την νοητική σου διεργασία, επομένως, ότι αισθάνεσαι πως είναι σωστό για σένα και το έχεις σκεφτεί αναλυτικά μπορείς αυτόματα και να το πετύχεις με πρακτική δραστηριοποίηση. Επίσης, μπορείς να αναμένεις την επιτυχία σε προσωπικό αλλά και σε επαγγελματικό επίπεδο καθώς θα έχεις την ιδιότητα να εκμεταλλευθείς εποικοδομητικά τις ευκαιρίες οι οποίες θα σου παρουσιαστούν. "
moon,moon,45,Διελαύνουσα Σελήνη σε ημιτετράγωνο με την γενέθλια Σελήνη,"Εάν έχεις σαν στόχο σήμερα να δρομολογήσεις επαγγελματικά ραντεβού ή κάποιους προσωπικούς σου στόχους καλό θα είναι να το αποφύγεις, διότι τα πράγματα δεν θα πάνε όπως τα υπολογίζεις να γίνουν. Συνεπακόλουθα, θα αισθάνεσαι περίεργα και δεν θα μπορείς να συντονιστείς με τους ρυθμούς της ρουτίνας σου αλλά και με τους ανθρώπους που σε περιτριγυρίζουν, δηλαδή δεν θα βρίσκεσαι συγκεντρωμένα και ολοκληρωτικά στο παρόν, επομένως θα δυσκολεύεσαι να λειτουργείς όπως επιθυμείς. Προσπάθησε να μην κάνεις πολλά πράγματα ταυτόχρονα καθώς θα υπερβείς τις φυσικές αντοχές σου. "
moon,moon,135,Διελαύνουσα Σελήνη σε ενάμιση τετράγωνο με την γενέθλια Σελήνη,"Σήμερα θα βρίσκεσαι σε μία τεταμένη συναισθηματική κατάσταση, επομένως προσπάθησε να μην φορτώσεις το πρόγραμμα σου με παραπάνω πράγματα από ότι μπορείς πράγματι να κάνεις, καθώς το μόνο που θα γίνει θα είναι να οδηγηθείς στην φυσική και συναισθηματική σου υπερκόπωση. Επίσης, απέφυγε να δρομολογήσεις επαγγελματικά ραντεβού ή τους προσωπικούς σου στόχους, διότι δεν θα πάνε τα πράγματα όπως τα σκέφτεσαι. Ο παρορμητισμός δεν θα είναι ο καλύτερος σου σύμβουλος για σήμερα, επομένως εάν θέλεις να κάνεις τα πράγματα που έχεις με ομαλότητα, δημιούργησε ένα πρόγραμμα το οποίο και θα τηρήσεις με αφοσίωση, τυπικότητα και πρακτική δράση. "
moon,sun,0,Διελαύνουσα Σελήνη σε σύνοδο με τον γενέθλιο Ήλιο,"Σήμερα θα αισθάνεσαι ότι η ενέργεια σου θα ελαττώνεται διαρκώς, άσχετα εάν έχεις ξεκουραστεί επαρκώς. Θα υπάρχει μία έμμεση κατασπατάληση της ενεργητικότητας και της δυναμικότητας σου συνεχόμενα. Εάν επιθυμείς να βάλεις σε μία σειρά τους προσωπικούς και επαγγελματικούς σου στόχους, προσπάθησε όσο μπορείς να το αποφύγεις για την σημερινή μέρα, καθώς, θα αντιμετωπίσεις μερικές δυσκολίες στην πορεία της πραγμάτωσης τους. Μην αφήσεις τις ευαισθησίες σου να θολώσουν την κρίση σου αν επιθυμείς να κάνεις πιο εποικοδομητικές επιλογές. "
moon,sun,180,Διελαύνουσα Σελήνη σε αντίθεση με τον γενέθλιο Ήλιο,"Έχεις την αίσθηση ότι ο προσπάθεια που κάνεις για να δεις τους στόχους σου να υλοποιούνται δεν καρποφορεί τελείως. Χάνεις περισσότερη ενέργεια και κουράζεσαι πιο εύκολα, με αποτέλεσμα, να οδεύεις στον εκτοπισμό σου από τον δρόμο που ακολουθείς. Μπορείς να αναθεωρήσεις κατά πόσο επιθυμείς πραγματικά να πετύχεις τους στόχους σου και τους σκοπούς σου. Η αυτοκριτική και η προσωπική εμβάθυνση θα λειτουργήσουν αρκετά βοηθητικά στο ξεκαθάρισμα των πράξεων σου. Μην επιτρέψεις σε μερικά εμπόδια να σταθούν βασικός συντελεστής στην ρύθμιση της διάθεσης σου. "
moon,sun,120,Διελαύνουσα Σελήνη σε τρίγωνο με τον γενέθλιο Ήλιο ,"Η ζωτικότητα και η ενεργητικότητα σου είναι αρκετά βοηθητικοί παράγοντες για την σημερινή μέρα, οι οποίοι μπορούν να συνδράμουν ποικιλοτρόπως στην διαχείριση των πραγμάτων που θα έχεις να κάνεις. Είναι μία αρκετά θετική μέρα εάν θέλεις να δρομολογήσεις προσωπικούς ή επαγγελματικούς στόχους, καθώς θα σου φέρουν την επιτυχία σε κάθε στάδιο και επίπεδο. Θετικές εξελίξεις θα παρατηρήσεις επίσης και στον τομέα των οικονονικών σου. Η δημοφιλία σου αυξάνεται και αναγνωρίζονται οι προσωπικές σου προσπάθειες από το εργασιακό σου περιβάλλον."
moon,sun,60,Διελαύνουσα Σελήνη σε εξάγωνο με τον γενέθλιο Ήλιο,"Οι ρυθμοί της σημερινής μέρας θα είναι αρκετά θετικοί και ευχάριστοι για σένα. Θα έχεις την διάθεση να κάνεις περισσότερα πράγματα από ότι είχες κανονίσει πριν καθώς, θα έχεις μία άνεση με τον χρόνο και το πρόγραμμα σου και θα διακατέχεσαι από μία εποικοδομητική νευρικότητα - όχι ακραία η οποία θα προκαλέσει εντάσεις. Προσωπικοί και επαγγελματικοί στόχοι δρομολογούνται απλά θα απαιτήσουν περισσότερο χρόνο ως προς την πραγμάτωση τους. Η δημοφιλία σου αυξάνεται και αναγνωρίζονται οι ιδιότητες σου από την εργασία σου.  "
moon,sun,90,Διελαύνουσα Σελήνη σε τετράγωνο με τον γενέθλιο Ήλιο,"Η καθημερινότητα σου θα αποτελείται από ένα τεταμένο κλίμα αλλά παρόλα αυτά, εσύ στην αρχή θα έχεις μία θετική αίσθηση εσωτερικά. Κατά την διάρκεια της ημέρας όμως θα δημιουργηθούν καταστάσεις οι οποίες θα σε εξωθήσουν σε μία περίεργη θέση και θα αντιδράς με ολοένα και μεγαλύτερο αρνητισμό σε προσωπικό αλλά και επαγγελματικό επίπεδο. Υπάρχει κάτι το οποίο σε ταλαιπωρεί αλλά σε υποσυνείδητο επίπεδο και εφόσον δεν μπορείς να εντοπίσεις τι είναι αυτό που σε ενοχλεί, αισθάνεσαι ακόμη μεγαλύτερο εκνευρισμό. Σαν επακόλουθο αυτού, θα κλείνεσαι ακόμη περισσότερο στον εαυτό σου. "
moon,sun,150,Διελαύνουσα Σελήνη σε χιαστί με τον γενέθλιο Ήλιο ,"Σήμερα θα αισθάνεσαι περίεργα γενικά κατά την διάρκεια της ημέρας, είτε με το να κουράζεσαι περισσότερο ή ξαφνικά, είτε με το να οδηγηθείς στην αναποφασιστικότητα και τον παρορμητισμό. Οι επιλογές σου θα γίνονται περισσότερο μέσω του συναισθηματικού σου πρίσματος και όχι μέσω του λογικής όπως πιο πριν. Χρειάζεται μία προσοχή καθώς μπορεί να προκύψει μερική σύγχυση στην πορεία της πραγμάτωσης των στόχων και των σκοπών σου.  "
moon,sun,30,Διελαύνουσα Σελήνη σε ημιεξάγωνο με τον γενέθλιο Ήλιο,"Μπορείς να καταφέρεις πολλά σήμερα, αρκεί να μην τα παρατήσεις εάν δεις ότι οι στόχοι σου αντιμετωπίζουν μία μικρή καθυστέρηση. Χρειάζεται να βάλεις τα δυνατά σου και να προσπάθήσεις να κάνεις το αδύνατο δυνατό, διότι ο μόνος φορέας που θα λειτουργήσει βοηθητικά και υπέρ σου θα είναι ο εαυτός σου. Σε προσωπικό και επαγγελματικό επίπεδο εάν έχεις δρομολογήσει κάποιες επιθυμίες καλό είναι να αναπτύξεις την υπομονή και την επιμονή σου. Εμπιστεύσου τις δυνάμεις σου αλλά και την διαίσθηση σου, ακόμη και εάν πιστέυεις πως δεν την έχεις. "
moon,sun,72,Διελαύνουσα Σελήνη σε πεντάγωνο με τον γενέθλιο Ήλιο,"Μία ιδανική μέρα για την επίτευξη προσωπικών στόχων καθώς, θα έχεις την ικανότητα της διαύγειας να διαχωρίζεις πότε είναι θα είναι η κατάλληλη στιγμή για να προβείς σε πρακτική δράση και να πράξεις αυτό που θα χρειαστεί να κάνεις. Δρομολογούνται επίσης στόχοι επαγγελματικού και οικονομικού χαρακτήρα διότι θα υπάρχει μία καρποφορία στις μέχρι τώρα πράξεις σου, ειδικά σε εργασιακό επίπεδο. "
moon,sun,45,Διελαύνουσα Σελήνη σε ημιτετράγωνο με τον γενέθλιο Ήλιο,"Θα δυσκολευτείς σήμερα στην έκφραση των προσωπικών σου συναισθημάτων, διότι τα πράγματα δεν θα πηγαίνουν όπως θα τα περιμένεις να πάνε και θα σου δημιουργήσει ψυχολογική αναστάτωση. Θα κουραστείς από τα δεδομένα της εργασίας σου, και σαν επακόλουθο θα έχεις μεγάλη τάση να δημιουργήσεις εντάσεις. Αυτό σαν αποτέλεσμα θα σε φέρει σε μία κατάσταση παθητικότητας ως προς την πραγμάτωση των στόχων σου σε προσωπικό και επαγγελματικό επίπεδο. Προσπάθησε να διατηρήσεις την ψυχραιμία σου και χωρίς παρορμητισμό πράξε ότι θελήσεις να κάνεις. "
moon,sun,135,Διελαύνουσα Σελήνη σε ενάμιση τετράγωνο με τον γενέθλιο Ήλιο,"Μία δύσκολη μέρα για εσένα η σημερινή καθώς από παντού θα σου έρχονται βόμβες οι οποίες με τον έναν ή τον άλλον τρόπο θα σου προκαλέσουν αρνητικά συναισθήματα. Θα έχουν σαν επακόλουθο να σε κλείσουν στον εαυτό σου και θα έχεις την αίσθηση του εγκλωβισμού και της αποστασιοποίησης από τον περίγυρο σου. Προσπάθησε να ακολουθήσεις ένα πρόγραμμα με συνέπεια και αφοσίωση, χωρίς υπερβολικές επιλογές μέσω του παρορμητισμού σου. Δράσε πρακτικά και λειτουργικά ως προς τα εσένα και έπειτα ως προς το εκάστοτε περιβάλλον που θα βρίσκεσαι και οι τόνοι θα εξομαλυνθούν."
moon,mercury,0,Διελαύνουσα Σελήνη σε σύνοδο με τον γενέθλιο Ερμή,"Σήμερα θα έχεις έντονη την διάθεση να μοιράζεσαι τις ιδέες σου με τον υπόλοιπο κόσμο και γενικά δεν θα θέλεις να σταματάς να μιλάς. Κάθε σου φράση και κάθε σου πράξη θα συνδέεται αυτόματα με τον συναισθηματικό σου κόσμο, οπότε μην εντυπωσιαστείς εάν γίνεις ένας κινούμενος συναισθηματικός χείμαρρος. Θα έχεις μία μεγάλη ευαισθησία στην κριτική των άλλων ανθρώπων, απλά προσπάθησε όσο μπορείς να μην την παίρνεις προσωπικά. Είναι μία ωραία μέρα για ελαφριά κουβέντα με τα αγαπημένα σου άτομα."
moon,mercury,180,Διελαύνουσα Σελήνη σε αντίθεση με τον γενέθλιο Ερμή,"Σήμερα θα έχεις μία δυσκολία στο να διατηρήσεις τον εαυτό σου συγκροτημένο, επομένως θα χρειαστεί να αποφύγεις σημαντικά ραντεβού εάν θέλεις να μην εκτοπιστούν από την επιθυμητή πορεία. Θα έχεις μία υπερευαισθησία και μία νευρικότητα, και οι συχνές αλλαγές στην διάθεση σου δεν θα είναι ιδιαίτερα βοηθητικές, γι' αυτό όσο και αν θα διαθέτεις όλη την όρεξη για να βοηθήσεις τον περίγυρο σου συμβουλεύοντας τον, άλλο τόσο θα έχεις την τάση να δημιουργήσεις εντάσεις. Προσοχή στις συχνές συναισθηματικές εναλλαγές. "
moon,mercury,120,Διελαύνουσα Σελήνη σε τρίγωνο με τον γενέθλιο Ερμή,"Είναι μία ευχάριστη μέρα για εσένα καθώς όλα θα σου έρχονται εύκολα και θα έχεις μία ευχάριστη διάθεση ως επί το πλείστον. Η θετική σου ενέργεια και αύρα θα εκπέμπεται στον περίγυρο σου, με αποτέλεσμα να δημιουργεί στους ανθρώπους που σε περιβάλλουν αισθήματα ασφάλειας και αρμονίας. Τα άτομα που θα βρίσκονται κοντά σου σήμερα θα αισθανθούν ότι μπορούν να σε εμπιστευτούν και θα σου εξομολογηθούν τα προσωπικά τους.Θετικές εξελίξεις στην δρομόλογηση προσωπικών και επαγγελματικών στόχων."
moon,mercury,60,Διελαύνουσα Σελήνη σε εξάγωνο με τον γενέθλιο Ερμή,"Θα εκπέμπεις σήμερα μία χαρούμενη και ευχάριστη διάθεση στον περίγυρο σου, με αποτέλεσμα τα άτομα γύρω σου να αισθάνονται την χαρά στην συναναστροφή τους μαζί σου. Θα δεις ότι οι άνθρωποι αυτοί θα νιώθουν δίπλα σου αισθήματα ασφάλειας και θα μπορούν να σε εμπιστευτούν σε προσωπικούς τους προβληματισμούς ζητώντας τις συμβουλές σου. Όσον αφορά τους ατομικούς σου στόχους σε προσωπικό και επαγγελματικό επίπεδο, θα έχεις θετικές εξελίξεις οπότε βάλε μπρος την δρομολόγηση τους. "
moon,mercury,90,Διελαύνουσα Σελήνη σε τετράγωνο με τον γενέθλιο Ερμή,"Σήμερα θα έχεις μία έλλειψη συντονισμού με το προσωπικό και το επαγγελματικό σου περιβάλλον με αποτέλεσμα να μην μπορείς να μεταδώσεις ακριβώς αυτό που επιθυμείς να εκφράσεις. Συνεπακόλουθα, αυτό θα σου προσδώσει μία αστάθεια στον συναισθηματικό σου κόσμο και θα σου ξεφύγουν πράγματα που θα έπρεπε να αποφύγεις, επομένως καλό είναι πριν μιλήσεις να το σκεφτείς διπλά για σήμερα. Επίσης, αυτή η ένταση δεν θα είναι ένας καλός σύμβουλος για να δρομολογήσεις προσωπικούς και επαγγελματικούς στόχους, οπότε όσο μπορείς απέφυγε την επίτευξη πολύ σοβαρών θεμάτων. "
moon,mercury,150,Διελαύνουσα Σελήνη σε χιαστί με τον γενέθλιο Ερμή,"Σήμερα θα έχεις την δυνατότητα να επιδιώξεις με περισσή ευκολία την δρομολόγηση των προσωπικών σου στόχων σε προσωπικό και επαγγελματικό επίπεδο, απλά θα χρειαστεί να συγκεντρώσεις περισσότερη ενέργεια στο να εστιάσεις εάν τα πράγματα δυσκολέψουν με βάση τα δικά σου δεδομένα. Θα βρεθείς στην αναγκαιότητα να κάνεις μερικές σημαντικές αλλαγές στον τρόπο που καταννοείς τον κόσμο και γενικά για μερικά πράγματα που σε απασχολούν, διότι το συναισθηματικό πρίσμα δεν είναι ο μοναδικός σύμβουλος για να παίρνεις αποφάσεις."
moon,mercury,30,Διελαύνουσα Σελήνη σε ημιεξάγωνο με τον γενέθλιο Ερμή,"Η σημερινή μέρα θα έχει μία ευχάριστη χροιά και εσύ θα έχεις μεγάλη έμπνευση για την επιδίωξη των προσωπικών σου στόχων. Σε επαγγελματικό επίπεδο οι συνθήκες θα είναι και εδώ ικανοποιητικές, επομένως, αξιοποποίησε στο μέγιστο των δυνατοτήτων σου τις ευκαρίες που θα σου παρουσιαστούν. Τα πράγματα δρομολογούνται με δεδομένη την επιτυχία, απλώς θα παρουσιάσουν μία μικρή καθυστέρηση - προσπάθησε αν μπορείς να μην τα παρατήσεις στην μέση λόγω κορεσμού - χρειάζεται να υπομένεις με επιμονή και εσωτερικό θάρρος. Έχε εμπιστοσύνη στις δυνάμεις σου και θα δεις σύντομα τα απτά αποτελέσματα των πράξεων σου. "
moon,mercury,72,Διελαύνουσα Σελήνη σε πεντάγωνο με τον γενέθλιο Ερμή,"Έχεις μία ευχάριστη διάθεση για σήμερα και αυτό εκπέμπεται προς τα έξω κεντρίζοντας πολλούς ανθρώπους. Ο λόγος σου είναι παραγωγικός και χρησιμοποιείς τα επιχειρήματα σου με ορθολογισμό και ειλικρινή συναισθήματα. Ο νοητικός και ο συναισθηματικός σου κόσμος έρχονται σε παραλληλισμό και αυτή είναι μία πολύ σημαντική εκκίνηση για να δρομολογήσεις προσωπικούς και επαγγελματικούς στόχους. Η προσοχή σου θα είναι στενά συνδεδεμένη με την επιδίωξη συναισθηματικής και φυσικής ασφάλειας για εσένα αλλά και για τους ανθρώπους που θα σε περιβάλλουν. Πολλά άτομα θα προσπαθήσουν να σε πλησιάσουν και να σου ζητήσουν συμβουλές σε προσωπικά τους ζητήματα, διότι θα νιώθουν αισθήματα εμπιστοσύνης προς το πρόσωπο σου. "
moon,mercury,45,Διελαύνουσα Σελήνη σε ημιτετράγωνο με τον γενέθλιο Ερμή,"Υπάρχει μία περίεργα τεταμένη ενέργεια σε όποιον περιβάλλον και αν σταθείς για σήμερα, την οποία δεν θα μπορέσεις να μην την ενστερνιστείς. Θα καρποφορήσει αυτό μέσα σου, με αποτέλεσμα να σου προσδώσει την τάση να δημιουργήσεις εντάσεις με τους ανθρώπους που θα βρίσκονται στον περίγυρο σου, και εσύ θα δυσκολεύεσαι να εκφράσεις αυτό που πραγματικά επιθυμείς. Αυτό που χρειάζεσαι εσύ για σήμερα είναι να σκέφτεσαι διπλά πριν μιλήσεις ή πράξεις κάτι, ώστε να μην το μετανιώσεις αργότερα μόλις εξαχνιστεί η συναισθηματική σύγχυση."
moon,mercury,135,Διελαύνουσα Σελήνη σε ενάμιση τετράγωνο με τον γενέθλιο Ερμή,"Θα έχεις την τάση, από το πουθενά, να επιδιώκεις την δυσαρμονία όπου και να βρεθείς. Δεν θα σου αρέσει όταν θα το σκέφτεσαι μέσω του πρίσματος της λογικής, αλλά έμμεσα θα το απολαμβάνεις. Προσοχή στις σπασμωδικές, συναισθηματικές αντιδράσεις καθώς αυτό θα σε οδηγήσει να εκφράσεις και να πράξεις πράγματα τα οποία θα τα μετάνιωνες μόλις γινόταν πιο ισχνή η συναισθηματική θολούρα. Δεν είναι μία καλή μέρα για την δρομολόγηση προσωπικών και επαγγελματικών στόχων, αλλά εάν επιμένεις προσπάθησε να μην λειτουργήσεις παρορμητικά ή λόγω ενθουσιασμού."
moon,venus,0,Διελαύνουσα Σελήνη σε σύνοδο με την γενέθλια Αφροδίτη,"Όλο σου το είναι θα κατακλύζεται από αισθήματα υπερβολής για την σημερινή μέρα, κάτι που θα χρίζει προσοχής σε προσωπικές ή επαγγελματικές πρωτοβουλίες. Θα μπορείς να συντονιστείς άμεσα με τον συναισθηματικό κόσμο των ανθρώπων που θα σε περιβάλλουν αλλά θα εντοπίζεις και τους ενεργειακούς τόνους του εκάστοτε χώρου που θα βρίσκεσαι. Η αρμονία και η ομορφιά ενός περιβάλλοντος θα είναι στις προτεραιότητες σου καθώς δεν θα μπορέσεις να συγκεντρωθείς σε έναν αρνητικό χώρο. Επίσης, η κοινωνικότητα και η δημοφιλία σου αυξάνονται, το ίδιο και ο αισθησιασμός σου. "
moon,venus,180,Διελαύνουσα Σελήνη σε αντίθεση με την γενέθλια Αφρδίτη,"Σήμερα θα διακατέχεσαι από μία υπέρμετρη αισιοδοξία και μία ιδιαίτερα ενεργητική διάθεση κάτι που θα σε κάνει να πρωπορεύεσαι αρκετά από τους ανθρώπους που θα βρίσκονται δίπλα σου, είτε πρόκειται για προσωπικό είτε για επαγγελματικό περιβάλλον. Θα τους εξωθείς με υποσυνείδητη λειτουργία να συντονιστούν μαζί σου κάτι που θα προκαλέσει δυσαρέσκεια και στις δύο πλευρές. Προσοχή σε υπερβολικές σπατάλες κυρίως οικονομικού χαρακτήρα, καθώς θα έχεις μεγάλη τάση να ξεπεράσεις τα όρια. "
moon,venus,120,Διελαύνουσα Σελήνη σε τρίγωνο με την γενέθλια Αφροδίτη,"Μία ιδανική μέρα για την επιδίωξη προσωπικών στόχων, καθώς η θετική και ζεστή σου αύρα θα σου φέρει γνωριμίες με ανθρώπους οι οποίοι θα σε βοηθήσουν να τους πραγματώσεις πιο γρήγορα. Η δημοφιλία σου αυξάνεται, το ίδιο και ο αισθησιασμός σου. Θετικές εξελίξεις θα σου φέρουν κινήσεις που θα κάνεις σε προσωπικό και επαγγελματικό επίπεδο, ειδικά αν ακολουθήσεις μία μεθοδικότητα στην πορεία της επίτευξης τους. Αν σκέφτεσαι να κάνεις κάποια οικονομική επένδυση σκέψου καθαρά και πρωτίστως να πάρεις συμβουλές επί του θέματος από κάποιον ειδήμονα."
moon,venus,60,Διελαύνουσα Σελήνη σε εξάγωνο με την γενέθλια Αφροδίτη,"Η διάθεση σου είναι ευχάριστη και εκπέμπει ζέστη και θετικότητα στον περίγυρο σου. Οι άνθρωποι θα θέλουν να βρίσκονται δίπλα σου και θα σε βοηθήσουν να επιτεύξεις τους στόχους σου με μεγαλύτερη ευκολία. Σε προσωπικό και επαγγελματικό επίπεδο έχεις την δυνατότητα να δρομολογήσεις προσωπικές σου επιθυμίες, απλά θα χρειαστεί να επιμείνεις δίνοντας το μέγιστο των δυνάμεων σου.  "
moon,venus,90,Διελαύνουσα Σελήνη σε τετράγωνο με την γενέθλια Αφροδίτη,"Σήμερα θα κινείσαι σε τεντωμένο σκοινί, καθώς θα κάνεις μεγάλες προσπάθειες να συντονιστείς με το περιβάλλον που θα βρίσκεσαι κάθε φορά, σε συνάρτηση με τον εσωτερικό σου κόσμο. Θα εγκλωβίζεσαι στον εαυτό σου και αυτό θα σε κάνει να αντιδράς εχθρικά προς τους άλλους. Δεν σημαίνει απαραίτητα πως δεν έχεις θετική και χαρούμενη διάθεση, απλά θα εκφράζεται αυτός ο ενθουσιασμός τις πιο ακατάλληλες στιγμές όπου θα προκαλεί αμηχανία και συνεπώς εντάσεις. Επιπρόσθετα, θα χρειαστεί και μία προσοχή σε οικονομικές σπατάλες καθώς  θα έχεις μεγάλη τάση να ξεπεράσεις τα όρια παίρνοντας περιττά ρίσκα σε προσωπικό αλλά και επαγγελματικό επίπεδο. "
moon,venus,150,Διελαύνουσα Σελήνη σε χιαστί με την γενέθλια Αφροδίτη,"Σήμερα θα διακατέχεσαι από μία θετική διάθεση και θα το εκπέμπεις αρκετά πυκνά στο εκάστοτε περιβάλλον που θα τύχει να βρεθείς. Όμως, οι άνθρωποι που θα σε περιβάλουν δεν θα έχουν την ίδια δυναμικότητα και να ξέρεις θα αντιδράσουν διότι δεν θα μπορούν να συντονιστούν μαζί σου. Βρίσκεσαι σε μία θέση αναγκαιότητας με λίγα λόγια να κάνεις μερικές θεμελιώδεις αλλαγές σε προσωπικό πρωτίστως και ύστερα σε επαγγελματικό επίπεδο. Οικονομικά ρίσκα καλό είναι να μην πραγματοποιηθούν τουλάχιστον για σήμερα, επειδή η πρόκληση να προβείς σε κατασπατάληση είναι εξαιρετικά άμεση.  "
